"NR_ALBUMU","NAZWISKO","IMIE","WIEK","NR_GR"
6379,"Hrynko","Borzyslaw",26,23
6380,"Tymanowicz","Paula",28,19
6381,"Raszawa","Brunon",22,31
6382,"Wilisz","Adelajda",20,21
6383,"Gartych","Zenon",25,36
6384,"Czwojdzinski","Michalina ",20,8
6385,"Cwikiel","Domaslaw ",25,18
6386,"Dziaciolowski","Grzes",22,34
6387,"Koprzaniuk","Cyprian ",23,7
6388,"Wobbrak","Epifan ",20,30
6389,"Redzko","Ludgarda ",20,17
6390,"Wedroch","Liberata ",20,19
6391,"Pilszek","Dobrosiodl ",25,6
6392,"Malorna","Cieszyrad ",24,29
6393,"Bartys","Ewald ",23,23
6394,"Bladosz","Bonifacy",22,9
6395,"Klikuszewski","Miestwin ",27,18
6396,"Laddach","Domorad ",22,3
6397,"Fryziuk","Domicela ",25,17
6398,"Ignac","Krzeslaw ",24,12
6399,"Tylerski","Ostrobod",29,29
6400,"Odwarzny","Terencjusz",25,12
6401,"Fiust","Emiliusz ",22,22
6402,"Mielczarzewicz","Florian ",26,16
6403,"Gunka","Grzegorz ",27,18
6404,"Nikiting","Smyslaw",23,22
6405,"Hesenberg","Gabriela",29,24
6406,"Ruszenko","Baldwina",29,19
6407,"Parachoniak","Jaclaw ",24,15
6408,"Stafian","Sydonia",22,19
6409,"Set","Magdalena ",22,13
6410,"Krassek","Feliksa ",26,5
6411,"Maraj","Henryk ",23,28
6412,"Dziukala","Ulka",26,32
6413,"Bahry","Falislawa ",26,10
6414,"Dajacz","Domastoj",20,25
6415,"Naturalny","Marcelina ",20,33
6416,"Geta","Gloria ",20,30
6417,"Fulorz","Amanda",28,16
6418,"Punty","Baldwina",28,17
6419,"Maranz","Dacjan ",21,11
6420,"Senko","Zdzislawa",23,5
6421,"Sznyrkow","Jedrzej ",25,6
6422,"Waleciak","Lukrecja ",21,26
6423,"Cholysiak","Edyta",29,27
6424,"Omielianczuk","Janina ",23,11
6425,"Sileczek","Leontyna ",22,15
6426,"Lachmanski","Romeo",22,2
6427,"Rabakowska","Godfryd ",23,32
6428,"Geltowski","Eugenia ",24,9
6429,"Dabulis","Lucjusz ",27,12
6430,"Gniezdzilo","Nieznamir ",22,35
6431,"Majenarowski","Waldek",22,2
6432,"Bochyn","Delfin",24,8
6433,"Obere","Heloiza ",24,20
6434,"Kelesakis","Wawrzyniec",27,20
6435,"Libach","Bolemysl",26,28
6436,"Ceren","Walenty",24,4
6437,"Zybinski","Gustawa ",22,27
6438,"Bohem","Dorotka",23,9
6439,"Orzypinska","Hubyslawa ",28,19
6440,"Szalkowicz","Lew ",27,8
6441,"Kucieba","Miroslaw ",24,4
6442,"Peplak","Niestoj ",22,3
6443,"Kryga","Macius",25,14
6444,"Chodynow","Heloiza ",27,18
6445,"Pundyk","Ladyslaw ",22,9
6446,"Obiala","Liberiusz ",28,29
6447,"Romysz","Serafina",25,4
6448,"Dusoge","Maur ",26,34
6449,"Mandziukowski","Kaska",26,6
6450,"Welanyk","Liberiusz ",23,20
6451,"Mazeda","Witalis",28,25
6452,"Kurdylo","Falibor ",24,2
6453,"Hagi","Marcelian ",20,25
6454,"Paston","Niegodoma ",29,19
6455,"Drako","German ",21,4
6456,"Rosola","Eugeniusz ",20,3
6457,"Zietarski","Regina",24,17
6458,"Podymek","Hermes ",20,22
6459,"Prybe","Florentyna ",27,22
6460,"Jezabek","Pamelka",28,26
6461,"Grechow","Beatka",21,8
6462,"Mladek","Minogniew ",29,4
6463,"Terela","Jurek",25,18
6464,"Dendys","Roksana",24,14
6465,"Macierzak","Dionizja ",20,9
6466,"Tykalowski","Teodozjusz",27,19
6467,"Borzecki","Alfons",23,33
6468,"Adianowski","Dalemir ",21,11
6469,"Rolalewicz","Beatrycze",23,7
6470,"Drenst","Arek",25,6
6471,"Wieligor","Matron ",25,16
6472,"Kamikowski","Niegoslawa ",24,5
6473,"Gajczuk","Klaudia ",21,35
6474,"Stygientka","Nierad ",20,6
6475,"Mygowski","Ania",25,21
6476,"Tarsia","Waclaw",26,28
6477,"Schweda","Rufin",20,25
6478,"Wiedlicki","Milobor ",27,23
6479,"Palucki","Aleksy",27,14
6480,"Watzlar","Bohdana",29,29
6481,"Kancurzewski","Gracja ",22,15
6482,"Primiceri","Czeslawa",21,35
6483,"Borminski","Wlodzimir",20,3
6484,"Bzdziuk","Artur",25,34
6485,"Labodz","Myslaw ",26,23
6486,"Karnosiecka","Melania ",21,25
6487,"Niezdzyk","Lucjol ",20,33
6488,"Girstun","Noe ",28,7
6489,"Luczkowiec","Lilianna",24,23
6490,"Lala","Ismena ",29,6
6491,"Grelewicz","Oktawia",27,3
6492,"Makowiak","Nikifor ",27,35
6493,"Kuciejczak","Eustachiusz ",26,31
6494,"Neumuller","Damazy ",27,30
6495,"Cwink","Ismena ",21,33
6496,"Knidler","Oswald",29,27
6497,"Andrejasz","Domazyr ",26,9
6498,"Herdan","Terencjusz",26,17
6499,"Skorna","Drogoslaw ",25,3
6500,"Skrybant","Zbigniewa",28,11
6501,"Penina","Dawid ",21,11
6502,"Wolcerz","Majka",25,29
6503,"Nedzysiak","Borzuj",24,28
6504,"Wlochna","Goslawa ",29,8
6505,"Kaczyslaw","Bartosz",29,32
6506,"Kotwic","Zbigniew",21,28
6507,"Pazicz","Lubomir ",24,3
6508,"Dembonska","Grzesiek",23,6
6509,"Nadzin","Budzimir ",25,27
6510,"Capik","German ",29,2
6511,"Harkala","Enoch ",25,18
6512,"Kischporska","Przemek",28,4
6513,"Zybinski","Bonawentura",29,27
6514,"Krysnik","Laurenty ",25,29
6515,"Blionka","Noe ",25,22
6516,"Nieninger","Mironieg ",25,9
6517,"Dregien","Izbor ",26,16
6518,"Maciuga","Arkadiusz",20,7
6519,"Drezba","Machabeusz ",28,21
6520,"Goral","Gardomir",26,11
6521,"Allicka","Balbina",23,11
6522,"Czykiejda","Hieronim ",22,17
6523,"Budzyk","Oliwiusz",22,11
6524,"Malasiak","Marcjanna ",24,23
6525,"Pradela","Nina ",25,12
6526,"Roskowicz","Piotrek",24,32
6527,"Charlos","Wiktorian",20,18
6528,"Szwarc","Beda",25,35
6529,"Czochra","Lucjusz ",21,16
6530,"Watczyk","Roksana",27,30
6531,"Zwielkowska","Julian ",27,3
6532,"Zogornik","Symeon",21,12
6533,"Chancyk","Enoch ",22,22
6534,"Blisz","Alfreda",24,26
6535,"Logiszyniec","Ludomir ",28,2
6536,"Motty","Blanka",29,28
6537,"Olszanski","Gromislaw ",21,10
6538,"Poniedzielski","Alberta",21,28
6539,"Wenat","Aleksander",22,19
6540,"Dordonska","Nieznawuj ",20,13
6541,"Pierczatko","Dobroslawa ",21,36
6542,"Wieloch","Rebeka",25,29
6543,"Hostynski","Jozefina ",20,25
6544,"Kraske","Grzegorz ",28,6
6545,"Czaryna","Antek",20,6
6546,"Maslaniewicz","Irmina ",22,12
6547,"Sarbjan","Bogwiedz ",28,33
6548,"Peron","Sydoniusz",29,2
6549,"Olschewski","Wieslaw",23,8
6550,"Woikie","Korneliusz ",21,7
6551,"Smeda","Gerwazy",24,10
6552,"Sanala","Patrycja",23,29
6553,"Mardalo","Bartlomieja",22,12
6554,"Pilica","Ursus",24,2
6555,"Grekow","Eugenia ",26,34
6556,"Fryhubowicz","Radoslaw",21,9
6557,"Angryk","Dalwin ",27,36
6558,"Gajduszewski","Dobroniega ",23,2
6559,"Posielezny","Felicjan ",27,16
6560,"Ramaszkiewicz","Mojzesz ",23,8
6561,"Kondratjuk","Przemysl",20,13
6562,"Koliweszka","Nierad ",22,13
6563,"Beyrowski","Dawida",26,10
6564,"Fracala","Dominika ",27,18
6565,"Chwiel","Maslaw ",27,25
6566,"Markun","Lucjusz ",26,26
6567,"Holowyty","Borzymir",24,23
6568,"Korzystko","Jaroslaw ",29,35
6569,"Albosztan","Oriana",29,13
6570,"Nivelt","Leona ",25,3
6571,"Gwozdz","Dalibor ",29,33
6572,"Szobierska","Grzes",20,25
6573,"Papadatos","Filemon ",25,35
6574,"Ladinski","Melchior ",26,6
6575,"Fecho","Ernesta ",29,9
6576,"Wilszewski","Bartosz",21,31
6577,"Szastak","Gardomir",26,26
6578,"Treppo","Dominik ",23,3
6579,"Dolmen","Ksawera ",29,15
6580,"Gerona","Czarek",28,11
6581,"Lekasz","Kaska",24,34
6582,"Wyzynski","Daniela ",27,4
6583,"IsiakvelZajler","Doboslawa ",20,14
6584,"Socholik","Dobromysl ",23,19
6585,"Kauicz","Aga",26,19
6586,"Baranicz","Helena ",28,19
6587,"Szczendzina","Wladyslawa",20,10
6588,"Chochola","Cezary",27,15
6589,"Lorach","Budzislaw",26,26
6590,"Kosterko","Niegowoj ",28,18
6591,"Strubaczewski","Blizbor",21,17
6592,"Baltros","Olaf",29,28
6593,"Schaub","Lucjan ",22,2
6594,"Molotowicz","Boguslawa",21,6
6595,"Czucznicz","Dalia",29,28
6596,"Bajma","Ilona ",24,4
6597,"Zuchowiec","Kasia",22,31
6598,"Hojteczko","Klement ",23,10
6599,"Wolkonowski","Georgina ",27,7
6600,"Kantak","Salwator",28,2
6601,"Szapietowski","Napoleon ",20,11
6602,"Skiftos","Emil",27,16
6603,"Skulinowska","Jasiek",20,5
6604,"Rembalska","Konradyn ",20,6
6605,"Cychel","Elizka",21,21
6606,"Miekczynski","Aga",23,31
6607,"Rocco","Teodozy",23,6
6608,"Hrym","Kuba",29,13
6609,"Sejpt","Grzes",20,22
6610,"Karulik","Wojciecha",28,5
6611,"Pacoszynski","Cecyliusz",22,7
6612,"Dzigoluk","Ninomysl ",24,23
6613,"Przemakowska","Roman",26,30
6614,"Ujec","Arnulf",21,21
6615,"Gacolowska","Donat ",27,33
6616,"Tymczakiewicz","Sabin",23,27
6617,"Harlukiewicz","Apolloniusz",26,13
6618,"Woyczynski","Izka",23,11
6619,"Busiaga","Hieronim ",26,15
6620,"Rodos","Dobieslawa ",28,16
6621,"Chumin","Ewaryst ",24,8
6622,"Pracon","Orfeusz",29,19
6623,"Kikucka","Alek",25,17
6624,"Kosierdzka","Juda ",25,4
6625,"Zembaty","Gaudenty ",26,30
6626,"Stremciwilk","Hiacynt ",25,22
6627,"Zemlik","Zygfryd",26,16
6628,"Duszczyk","Krzysztof ",24,28
6629,"Przepeluk","Miroslaw ",24,32
6630,"Osayda","Kasjan ",24,6
6631,"Docio","Cieszyslaw ",20,19
6632,"Porosko","Grzesiek",23,33
6633,"Bobenko","Nawoj ",20,12
6634,"Glocz","Nela ",26,31
6635,"Szwargus","Izbor ",26,32
6636,"Sagal","Otton",27,21
6637,"Borosinski","Estera ",28,35
6638,"Slakuj","Ziemek",28,8
6639,"Priewe","Flawia ",27,2
6640,"Doellert","Dalimir ",25,30
6641,"Linettej","Danka",26,13
6642,"Szelaszczuk","Klotylda ",25,7
6643,"Zmarzlowski","Marcjanna ",22,18
6644,"Gimpiel","Daniela ",22,2
6645,"Krapciak","Niemir ",26,5
6646,"Prec","Czesio",28,15
6647,"Horanik","Miranda ",28,27
6648,"Pinduch","Herkules ",29,35
6649,"Soparski","Wislawa",29,34
6650,"Kliewicz","Hortensjusz ",24,34
6651,"Dzibaltowska","Boguchwal",27,16
6652,"Silek","Feliks ",25,2
6653,"Kalkanidis","Greta ",24,30
6654,"Woslawski","Harald",29,7
6655,"Przelozony","Bozo",23,22
6656,"Gramas","Agnieszka",28,35
6657,"Demny","Lubomira ",23,10
6658,"Wiechowski","Klemens ",27,29
6659,"Klesna","Lazarz",23,7
6660,"Czep","Adam",28,29
6661,"Zaprudnik","Stefan",26,10
6662,"Zajglicz","Romek",27,11
6663,"Nenning","Eliasz",28,36
6664,"Bebutow","Wojciecha",25,12
6665,"Chrustny","Lucjol ",22,31
6666,"Pieszczowska","Longina ",20,31
6667,"Rabol","Apollo",28,34
6668,"Deiksel","Wiktoryn",20,5
6669,"Cielnik","Eliasz",26,3
6670,"Pysl","Grzes",26,22
6671,"Jerhel","Ezechiel ",20,15
6672,"Machniowski","Nieznawuj ",27,7
6673,"Blusza","Liwiusz ",23,21
6674,"Sienczak","Izydora",25,4
6675,"Papich","Cezaria",26,22
6676,"Sztablawa","Ksymena ",20,23
6677,"Semkijasz","Jadwiga ",26,4
6678,"Nowosilec","Ramona",27,36
6679,"Tocukiewicz","Leokadia ",24,21
6680,"Skalarus","Smyslawa",28,30
6681,"Spiernadel","Bolek",24,15
6682,"Rydys","Aneta",28,12
6683,"Jewfimiuk","Dacjan ",21,24
6684,"Peldzius","Iza",20,6
6685,"Janks","Basia",27,12
6686,"Meszczyk","Leslawa ",27,31
6687,"Makosiewicz","Jarema",26,7
6688,"Dykiel","Kuba",24,6
6689,"Ogiolda","Helena ",29,17
6690,"Latasiewicz","Lena ",24,13
6691,"Dopkun","Teofania",25,24
6692,"Feretycki","Liberiusz ",21,16
6693,"Bryskiewicz","Janislaw ",25,28
6694,"Czupas","Jakub ",20,17
6695,"Rijko","Gerazym ",24,31
6696,"Wyszonierska","Godzimir ",20,14
6697,"Suchobiecki","Boleslaw",26,29
6698,"Smalczynski","Ireneusz ",28,14
6699,"Eywik","Kleopatra ",25,30
6700,"Wyndiuk","Teofila",28,30
6701,"Rymgajla","Julian ",28,22
6702,"Polens","Fabian ",25,22
6703,"Kedziel","Czedrog ",28,32
6704,"Kromarowska","Nina ",27,3
6705,"Lokoc","Lucjol ",25,34
6706,"Pastuszok","Bernardyna",26,22
6707,"Bakczyk","Marcin ",27,31
6708,"Szauser","Dacjusz",29,29
6709,"Nachtyl","Henryk ",26,25
6710,"Pawlenko","Kaja ",25,8
6711,"Figorka","Bazylisa",23,10
6712,"Sosnowski","Konrada ",20,27
6713,"Pawliczuk","Liza ",22,17
6714,"Parylska","Jarostryj ",22,7
6715,"Bordarycki","Miron ",27,35
6716,"Wachmeta","Dobrozyzn ",26,28
6717,"Chenczel","Augustyn",28,13
6718,"Geisler","Emiliana ",20,15
6719,"Geppart","Laura ",22,24
6720,"Sesik","Jasiek",29,33
6721,"Mikutaniec","Elzbieta ",22,25
6722,"Frocza","Norman",26,8
6723,"Leza","Tyburcjusz",24,21
6724,"Gronwald","Majka",26,18
6725,"Peczkowicz","Marcjanna ",25,14
6726,"Jazin","Zdzislaw",28,27
6727,"Zmorzynski","Celina",27,29
6728,"Borys","Beatrycze",28,30
6729,"Mynia","Drogoradz ",23,15
6730,"Gmolowska","Romuald",28,11
6731,"Loche","Leslawa ",24,25
6732,"Forfa","Nadia",20,24
6733,"Etynkowski","Rufin",27,4
6734,"Zulichowski","Cyrus ",20,10
6735,"Mierkis","Bolemysl",27,36
6736,"Pernys","Delfina",24,34
6737,"RĂ¶hrig","Zbroslaw",29,6
6738,"Szypkowski","Klementyna ",20,12
6739,"Ulszyn","Gotfryd ",25,14
6740,"Pichurz","Barabasz",24,15
6741,"Mendowicz","Emanuel ",29,3
6742,"Rombel","Lech",21,14
6743,"Kluczar","Zbyszek",20,8
6744,"Czontkowski","Seba",28,34
6745,"Hryczka","Cezariusz",28,16
6746,"Moscher","Jeremi ",23,6
6747,"Szadeja","Machabeusz ",27,2
6748,"Kopidurski","Wiktor",25,7
6749,"Jachimiak","Biedrzyslaw ",29,32
6750,"Skros","Czcibora ",21,22
6751,"Budunek","Wlodzimir",28,5
6752,"Burnos","Charyzjusz",20,19
6753,"Salega","Wit",21,7
6754,"Hajgiel","Otton",27,21
6755,"Paprawski","Magdalena ",28,35
6756,"Sadol","Pelagia",22,4
6757,"Etemadi","Goslaw ",29,34
6758,"Heiduk","Jasmina ",21,27
6759,"Kordda","Czedrog ",22,15
6760,"Serafin","Jonasz ",20,9
6761,"Kosalla","Dobrociech ",21,8
6762,"Chroszek","Jan",23,18
6763,"Bakanow","Bohusz",22,20
6764,"Niewadisz","Nikifor ",21,28
6765,"Ulyszewska","Michalina ",28,30
6766,"Karolkowski","Mati",29,35
6767,"Surazski","Tadek",22,27
6768,"Loszkiewicz","Ignacja ",25,30
6769,"Michenko","Erast ",22,34
6770,"Katafisz","Jozefina ",20,36
6771,"Bystrzanski","Lechoslawa ",25,30
6772,"Bzdo","Euzebia ",26,19
6773,"Slomianny","Arnulf",23,6
6774,"Jasiura","Namyslaw ",26,13
6775,"Ochab-Rys","Jarostryj ",27,12
6776,"Blira","Radzislawa",24,28
6777,"Gawkilewicz","Augusta",27,11
6778,"Chorazkiewicz","Ernesta ",24,5
6779,"Latog","Nadia",20,8
6780,"Maciejka","Letycja ",28,36
6781,"Niekodemski","Teresa",28,5
6782,"Zalubka","Pawel",27,5
6783,"Nichols","Jeremi ",23,11
6784,"Miedlarz","Waldemat",20,16
6785,"Gielczak","Mikolaj ",28,9
6786,"Paulukiewicz","Gilbert ",26,12
6787,"Dominowicz","Grzymislaw ",20,25
6788,"Bobisz","Filemon ",22,21
6789,"Chol","Jeroslawa ",21,28
6790,"Samsik","Radek",24,14
6791,"Tertala","August",20,2
6792,"Gdonczyk","Milowuj ",23,5
6793,"Sluza","Erazma ",27,13
6794,"Kudas","Rajmunda",27,27
6795,"Selewicz","Gracjan ",28,22
6796,"Zamerski","Izolda ",22,9
6797,"Bengalska","Amadeusz",25,32
6798,"Dolegla","Budzigniew ",22,14
6799,"Chaldas","Bozyslaw",23,8
6800,"Sadlon","Ludmila ",27,33
6801,"Warmiak","Bozeciech",23,27
6802,"Pabrus","Lucja",23,11
6803,"Chalewicz","Klementyn ",29,16
6804,"Flajszar","Ryszard",29,24
6805,"Fiksiak","Alek",20,6
6806,"Magola","Lucylla ",27,7
6807,"Cieciow","Gardomir",27,35
6808,"Stibing","Karmen ",21,25
6809,"Ryszczewski","Gerarda ",20,23
6810,"Lokacz","Kajmir ",24,31
6811,"Draganicz","Konstans ",20,19
6812,"Gotrzalk","Smyslawa",27,16
6813,"Piatynko","Ilza ",26,8
6814,"Jamicki","Raisa",25,26
6815,"Drzezdzynski","Brykcjusz ",20,31
6816,"Alenczyk","Frumencjusz ",20,24
6817,"Mudzak","Dalila ",25,17
6818,"Andrelewski","Krzys",23,15
6819,"Slifiarska","Cieslawa ",27,7
6820,"Budzewicz","Maja ",28,35
6821,"Drobnyj","Godfryd ",26,31
6822,"Dzydlik","Jasiek",29,13
6823,"Laborewicz","Gilbert ",28,32
6824,"Iraczyk","Namir ",24,27
6825,"Czakon","Sylwiusz",25,6
6826,"Szalbut","Kamelia ",21,33
6827,"Chyblarski","Zuza",21,9
6828,"Weniger","Iza",24,11
6829,"Bulot","Bohdan",27,16
6830,"Kapeniak","Wiktoryna",22,5
6831,"Segieta","Toska",26,16
6832,"Dowlacian","Georgina ",29,4
6833,"Jachowski","Sebastian",20,11
6834,"Wojter","Cecylian",24,22
6835,"Perzylo","Mirus",28,33
6836,"Goldmer","Marzena ",29,21
6837,"Tremba","Ludwika ",21,25
6838,"Skarus","Bozymir",20,24
6839,"Wietraczyk","Ludmar ",24,24
6840,"Spiewankiewicz","Jolanta",21,20
6841,"Jaszkin","Marcin ",26,7
6842,"Hroniak","Izolda ",24,32
6843,"Luczkowski","Jeremi ",22,3
6844,"Nawajlo","Dacjan ",23,12
6845,"Wnetrzak","Gerwazy",22,21
6846,"Zywczak","Herbert ",24,4
6847,"Jarzewski","Boguchwala",23,11
6848,"Klacka","Tezeusz",24,6
6849,"Szalszecki","Greta ",21,19
6850,"Kiertyczak","Machabeusz ",20,18
6851,"Fidiuna","Konstans ",20,20
6852,"Abcinska","Radzislawa",26,4
6853,"Kikucka","Germanik ",25,29
6854,"Zabiello","Elka",29,3
6855,"Debita","Jonatan ",23,11
6856,"Petlowska","Emilka",24,11
6857,"Krystowicz","Marcelin ",28,13
6858,"Flirek","Ben",21,12
6859,"Kowaluniec","Witalis",26,24
6860,"Szeligowski","Izolda ",22,3
6861,"Skuzybut","Zuzia",20,36
6862,"Rasik","Blandyn ",27,24
6863,"Chorociej","Godzimir ",24,5
6864,"Sadrowska","Pamela",28,29
6865,"Bolkiewicz","Alberta",20,35
6866,"Klemona","Boncza",23,20
6867,"Plassowski","Marcelian ",23,29
6868,"Lyczyszynski","Kaska",23,17
6869,"Ablerciak","Miroslawa ",27,12
6870,"Grumondz","Demetriusz",23,3
6871,"Neumow","Witold",29,13
6872,"Ulowska","Izydor ",23,36
6873,"Waliszko","Erwina ",27,2
6874,"Oraz","Nestor ",27,17
6875,"Skrybus","Nawoja ",27,9
6876,"Gesell","Jasiu",26,3
6877,"Prudlik","Kajetan",21,32
6878,"Dudkow","Racibor",29,4
6879,"Hosowicz","Ronald",29,16
6880,"Bodusch","Dionizy ",21,24
6881,"Furmanczuk","Maryna ",29,12
6882,"Pakosa","Bonifacy",26,4
6883,"Charicki","Oktawiusz",20,11
6884,"Rempecki","Drogomysl ",21,25
6885,"Ziemlik","Konstancjusz ",29,20
6886,"Kielbasow","Apollonia",29,9
6887,"Czulajewski","Witoslaw",20,26
6888,"Kuro","Ursus",20,13
6889,"Kurinka","Galfryd ",24,26
6890,"Bestula","Balbin",28,24
6891,"Birencfaig","Kazik",24,23
6892,"Koppas","Lubgost ",25,31
6893,"Krewentek","Brykcjusz ",23,11
6894,"Kowac","Nadzieja ",29,7
6895,"Zimlinski","Beatka",22,6
6896,"Dowejnis","Oliwer",28,21
6897,"Troicki","Natalia ",23,33
6898,"Hawalej","Epifan ",22,19
6899,"Wcislaw","Ryszarda",27,9
6900,"Kortuniak","Czeslawa",27,24
6901,"Stangner","Grzesiek",23,36
6902,"Jandzik","Roberta",23,15
6903,"Nuwakis","Hugo ",26,6
6904,"Wienclawski","Ksawera ",23,15
6905,"Zbysz","Cieslaw ",21,18
6906,"Goelger","Jolka",24,29
6907,"Zeba","Iwona ",24,13
6908,"Lippoman","Hubyslaw ",23,4
6909,"Fereuz","Patryk",28,11
6910,"Tipold","Cieslaw ",25,35
6911,"Pachonczyk","Aurelian",26,36
6912,"Wychodnik","Osiegniew",21,8
6913,"Palecik","Agata",26,7
6914,"Polulan","Narcyz ",24,35
6915,"Jakuczko","Liwiusz ",22,21
6916,"Jenglik","Mirella ",23,3
6917,"Gdrzynska","Miecislaw ",26,2
6918,"Picur","Sylwester",22,15
6919,"Potyrek","Donat ",27,2
6920,"Fiba","Adolf",23,17
6921,"Mikilis","Narcyza ",24,6
6922,"Hiaca","Adrianna",24,7
6923,"Pobudin","Flawia ",24,14
6924,"Cymula","Adolfa",22,6
6925,"Swiatkowski","Januariusz ",20,34
6926,"Herominko","Ludgarda ",29,10
6927,"Nowominski","Grodzislaw ",21,8
6928,"Pezder","Ida ",27,4
6929,"Zaremba","Celestyna",28,6
6930,"Myszklewicz","Biedrzyslaw ",28,14
6931,"Palenta","Areta",25,24
6932,"Mysiorski","Drogodziej",27,11
6933,"Feherpataky","Stanislawa",24,29
6934,"Hodara","Georgina ",24,10
6935,"Studzizba","Jarowit ",26,34
6936,"Miris","Cecylia ",26,31
6937,"Bembinow","Romuald",21,25
6938,"Soldon","Jaclaw ",22,4
6939,"Rojkowski","Kazik",23,9
6940,"Wawczyniak","January ",21,12
6941,"Biolus","Badzislawa",20,12
6942,"Orda","Emilian ",23,34
6943,"Chelber","Jaroslawa ",21,28
6944,"Polujan","Halina ",21,22
6945,"Dzydlik","Jakub ",21,22
6946,"Dubanik","Konstans ",27,25
6947,"Haralyk","Eutropiusz ",22,29
6948,"Alzuszczyk","Leopold ",28,26
6949,"Giodla","Ismena ",23,29
6950,"Gniewko","Ola",24,12
6951,"Rosenowski","Krystiana ",24,22
6952,"Micholczyk","Martynian ",24,30
6953,"Kuzniczow","Zuza",22,31
6954,"Fyt","Jagoda ",24,15
6955,"Bochonasiuk","Eustachiusz ",23,20
6956,"Gericke","Wiktoria",20,32
6957,"Zapletak","Lucja ",28,16
6958,"Walka","Lucyna ",23,7
6959,"Worwik","Ignacja ",24,36
6960,"Szabelka","Lucjusz",28,25
6961,"Gorgul","Elka",22,24
6962,"Targawska","Sewera",23,4
6963,"Bilenko","Waldek",22,31
6964,"Sobiechart","Jerzy",20,24
6965,"Majsterak","Waclaw",27,15
6966,"Ostawczuk","Sylwester",22,7
6967,"Bondrow","Budzislawa",20,25
6968,"Netskar","Remig",20,31
6969,"Pachota","Lechoslawa ",26,2
6970,"Zorun","Myslaw ",28,34
6971,"Kohlbek","Makary ",29,28
6972,"Laudacki","Mikolaj ",25,11
6973,"Pogdajna","Domastoj",26,32
6974,"Gefon","Armand",24,31
6975,"Bejrowski","Emma ",23,23
7868,"Mlejnek","Milena ",26,9
7869,"Anglewitz","Modesta ",29,22
7870,"Achermann","Domaslawa ",28,36
7871,"Wybawinski","Lucjol ",26,20
7872,"Okregucki","Ryszard",25,7
7873,"Ciulewicz","Michal",24,25
7874,"Czubara","Efrem",20,4
7875,"Piss","Patrycy",24,36
7876,"Ladna","Gienek",21,27
7877,"Bacdorf","Ostrogniew",25,26
7878,"Misora","Jolka",21,12
7879,"Halubiec","Wladyslaw",25,30
7880,"Ambryszewski","Nawoja ",27,12
7881,"Kotwanowicz","Blizbor",24,14
7882,"Kujaczynski","Gromislaw ",27,12
7883,"Marusiek","Jakub ",26,21
7884,"Solhaj","Zuza",21,30
7885,"Rusakowski","Maja ",21,9
7886,"Rypon","Eliza",27,34
7887,"Wiruc","Stella",24,17
7888,"Moyka","Jadwiga ",21,19
7889,"Cielenkowska","Ferdek",20,22
7890,"Kawanka","Wit",29,7
7891,"Sobaj","Klara ",24,18
7892,"Filoda","Protazy",22,17
7893,"Peikert","Dagobert",22,31
7894,"Rozenthal","Wirginia",27,10
7895,"Szeptowska","Protazy",29,35
7896,"Chodczak","Teofan",24,30
7897,"Kasabucka","Berenika",21,11
7898,"Obernikowska","Bernardyn",29,15
7899,"Przyszkowski","Justyna ",29,29
7900,"Slodka","Otylia",25,25
7901,"Lasicz","Hubyslaw ",22,23
7902,"Peltola","Dalemir ",25,28
7903,"Cezarski","Orfeusz",20,26
7904,"Zegardlo","Martyna ",28,32
7905,"Wiatrow","Myslaw ",29,36
7906,"Masakowski","Jordan ",22,25
7907,"Bajm","Luboradz ",24,18
7908,"Partaczynski","Harald",20,32
7909,"Pikar","Rudolfa",29,5
7910,"Filipski","Lubomirz ",23,34
7911,"Lenchioszek","Msciwoj ",26,25
7912,"Klawcan","Karina ",25,23
7913,"Hilarczynski","Sebastiana",29,30
7914,"Gierarda","Wojciech",22,33
7915,"Polchowski","Mirus",25,6
7916,"Okowitow","Hiacynt ",24,8
7917,"Chlubny","Klaudian ",20,8
7918,"Mislinski","Jakub ",25,17
7919,"Zaruczynski","Lilianna",29,2
7920,"Zahlten","Maks",25,26
7921,"Wisnianski","Slawomir",23,30
7922,"Cerekwica","Jagoda ",28,23
7923,"Hika","Demetria",24,31
7924,"Szaj","Racibor",22,20
7925,"Staraszewski","Klaudyna ",23,19
7926,"Kopiejek","Zbygniewa",23,18
7927,"Maitimi","Ingeborga ",29,6
7928,"Bilinkiewicz","Leontyna ",22,20
7929,"Bodola","Floryn ",29,12
7930,"Bohdanienko","Kasper ",20,30
7931,"Dauldzis","Ludmar ",24,24
7932,"Kosska","Wislaw",28,21
7933,"Jedraszko","Serwacy",28,6
7934,"Himczuk","Waclaw",29,15
7935,"Kuciejko","Edwin",26,31
7936,"Djaczkowski","Nicefor ",28,10
7937,"Holodenko","Dorota ",20,13
7938,"Cit","Bartosz",28,28
7939,"Walendziak","Horacy ",22,16
7940,"Dziudziak","Eustacjusz ",22,27
7941,"Buskow","Minigniew ",23,2
7942,"Markielanis","Misiek",22,30
7943,"Mionc","Nagod ",28,29
7944,"Pichnia","Adrianna",26,22
7945,"Biliniewicz","Bartosz",25,15
7946,"Zadorko","Lilian ",20,25
7947,"Biendzio","Flawian",22,33
7948,"Luschanek","Faustyna ",21,10
7949,"Skirak","Longina ",24,3
7950,"Smeider","Lew ",25,4
