"NR_ALBUMU","NAZWISKO","IMIE","WIEK","NR_GR","NAZWA_GR"
7174,"Felkie","Wladyslaw",25,5,"1ID13A"
7175,"Wawroszek","Cecylian",29,36,"4ID13B"
7176,"Zawanowski","Liza ",24,21,"2ID15A"
7177,"Koculak","January ",29,3,"1ID12A"
7178,"Mirytuk","Bernard",20,18,"2ID13B"
7179,"AmbroZ","Krzysztofa ",28,19,"2ID14A"
7180,"Szajchet","Beda",25,14,"2ID11B"
7181,"Srodka","Herbert ",26,9,"1ID15A"
7182,"Listwon","Cibora ",23,19,"2ID14A"
7183,"Reclik","Sergiusz",22,20,"2ID14B"
7184,"Ryczowolski","Wiola",23,8,"1ID14B"
7185,"Bihun","Stefan",28,32,"4ID11B"
7186,"Jedrejek","Honoryna ",23,35,"4ID13A"
7187,"Diemienczuk","Dorian",26,10,"1ID15B"
7188,"Sotysik","Wiktoriusz",29,7,"1ID14A"
7189,"Dzudziec","Edek",24,23,"3ID11A"
7190,"Fotto","Bazylisa",27,7,"1ID14A"
7191,"Lipnicki","Ernestyn ",21,28,"3ID13B"
7192,"Pradelok","Jldrzej ",26,23,"3ID11A"
7193,"Konzeluk","Hugon ",23,29,"3ID14A"
7194,"Koricki","Felicysym ",24,28,"3ID13B"
7195,"Knetel","Korneliusz ",23,20,"2ID14B"
7196,"Kuballa","Agus",29,35,"4ID13A"
7197,"Bled","Ezechiel ",26,17,"2ID13A"
7198,"Lemieszak","Ligia ",26,7,"1ID14A"
7199,"Kozielkow","Kasper ",25,21,"2ID15A"
7200,"Gedos","Doboslaw ",22,35,"4ID13A"
7201,"Oszanecka","Bartlomieja",25,32,"4ID11B"
7202,"Steczek","Piotrek",21,15,"2ID12A"
7203,"Gabory","Janusz",21,10,"1ID15B"
7204,"Hocwik","Kuba",23,4,"1ID12B"
7205,"Fudrykon","Ciechoslaw ",24,25,"3ID12A"
7206,"Woszczowska","Wirgiliusz",21,14,"2ID11B"
7207,"Subbotin","Roma",22,2,"1ID11B"
7208,"Kumpiec","Daniel ",22,6,"1ID13B"
7209,"Vollmer","Olimpia",27,30,"3ID14B"
7210,"Gitzgier","Ludmar ",25,35,"4ID13A"
7211,"Bialobok","Atanazy ",27,32,"4ID11B"
7212,"Naumnik","Serafin",26,9,"1ID15A"
7213,"Zydor","Odyseusz",25,26,"3ID12B"
7214,"Gorgurewicz","Basia",21,35,"4ID13A"
7215,"Pazdziesz","Zofia",25,18,"2ID13B"
5935,"Evest","Niegodoma ",26,10,"1ID15B"
5936,"latuszkiewicz","Erazma ",23,33,"4ID12A"
5937,"WroZyna","Krzeslaw ",23,12,"1ID16B"
5938,"Krzechowski","Bogumir",29,12,"1ID16B"
5939,"Djas","Humbert ",29,11,"1ID16A"
5940,"Ogarzynski","Genowefa ",29,30,"3ID14B"
5941,"Podzoba","Agus",22,8,"1ID14B"
5942,"Dohligh","Franek",21,24,"3ID11B"
5943,"Miser","Delfina",26,32,"4ID11B"
5944,"Trzenadel","Edek",25,20,"2ID14B"
5945,"Waldanowski","Ernest ",24,28,"3ID13B"
5946,"Boruta","Niegodoma ",23,20,"2ID14B"
5947,"JuZ","Protazy",26,28,"3ID13B"
5948,"Slodowik","Huniemir",24,34,"4ID12B"
5949,"Sojke","Bogna",24,3,"1ID12A"
5950,"Kusnierczyk","Oda",23,11,"1ID16A"
5951,"Krausnik","Klement ",20,2,"1ID11B"
5952,"Zelazny","Humbert ",29,30,"3ID14B"
5953,"Bander","Aleks",29,34,"4ID12B"
5954,"Krysztopian","Nierod ",27,18,"2ID13B"
5955,"Majszak","Tomek",23,9,"1ID15A"
5956,"Posani","Misiek",26,20,"2ID14B"
5957,"Bezimienny","Julian ",20,6,"1ID13B"
5958,"Kasakowska","Kaja ",23,23,"3ID11A"
5959,"Sobolnicka","Beata",24,34,"4ID12B"
5960,"Korond","Przemysl",23,32,"4ID11B"
5961,"Marcykiewicz","Gawel",22,36,"4ID13B"
5962,"Talarko","Irmina ",24,25,"3ID12A"
5963,"Komarczuk","Letycja ",23,24,"3ID11B"
5964,"Szadowa","Czeslawa",24,9,"1ID15A"
5965,"Slifiarska","Georgina ",28,5,"1ID13A"
5966,"Siemieniala","Gawin",25,25,"3ID12A"
5967,"Iwanuszko","Nestor ",28,17,"2ID13A"
5968,"Taganow","Ludmila ",22,6,"1ID13B"
5969,"Spetana","Kinga",29,31,"4ID11A"
5970,"Borgielowski","Barbara",24,35,"4ID13A"
5971,"Skordiuk","Maciej ",24,32,"4ID11B"
5972,"Pilko","Gracja ",21,7,"1ID14A"
5973,"Jakoby","Gonsalwy ",20,19,"2ID14A"
5974,"Herdrich","Chrystian",22,34,"4ID12B"
5975,"Rajmundowski","Czcislaw ",28,31,"4ID11A"
5976,"Siarko","Stefan",23,14,"2ID11B"
5977,"Koscielan","Apolloniusz",22,12,"1ID16B"
5978,"Janotka","Radomil",29,21,"2ID15A"
5979,"Banaszczak","lucja",26,13,"2ID11A"
5980,"Chasiniewicz","Franek",22,14,"2ID11B"
5981,"Elak","Milowuj ",22,21,"2ID15A"
5982,"Basia","Arkadiusz",22,4,"1ID12B"
5983,"StunZa","Dorota ",26,36,"4ID13B"
5984,"Imaszewski","Niemst ",29,17,"2ID13A"
5985,"Danilec","Kornel ",29,32,"4ID11B"
5986,"Kotarba","Radzislaw",24,25,"3ID12A"
5987,"Damanski","Mati",29,12,"1ID16B"
5988,"Muzelf","Hugo ",28,34,"4ID12B"
5989,"Hrysznik","Ewelinka",28,34,"4ID12B"
5990,"Kurpach","Idalia",24,32,"4ID11B"
5991,"Tiberius","Kasandra ",20,26,"3ID12B"
5992,"Koffmann","Mateusz ",20,36,"4ID13B"
5993,"Wiechula","Iga ",20,13,"2ID11A"
5994,"Godola","Blalej",28,8,"1ID14B"
5995,"Prokopienko","Euzebiusz ",29,21,"2ID15A"
5996,"Majdonska","Milowuj ",22,15,"2ID12A"
5997,"Kwec","Bogdana",21,17,"2ID13A"
5998,"Kryszywa","Krystiana ",26,23,"3ID11A"
5999,"Lawerence","Celestyn",24,3,"1ID12A"
6000,"Wypyrszczyk","Jimislaw ",29,33,"4ID12A"
6001,"Kopryn","Krystiana ",24,30,"3ID14B"
6002,"Szyngolec","Protazy",23,15,"2ID12A"
6003,"Potocki","Berenika",28,17,"2ID13A"
6004,"Renier","Jeremiasz ",25,27,"3ID13A"
6005,"Sachmerda","Joachima ",24,2,"1ID11B"
6006,"HĂ¶hne","Lucjola ",29,15,"2ID12A"
6007,"Kolberger","Jowita ",26,2,"1ID11B"
6008,"Grzazlewicz","Ksaweryna ",29,6,"1ID13B"
6009,"SprenZyna","Dagna ",20,13,"2ID11A"
6010,"Tembrowski","Letycja ",21,28,"3ID13B"
6011,"Kuczarzyk","Zuza",20,19,"2ID14A"
6012,"Pieciolko","Nietlg ",26,6,"1ID13B"
6013,"Kempt","Filip ",29,5,"1ID13A"
6014,"Plinelis","Brodzislaw ",23,25,"3ID12A"
6015,"Bachnij","Wlodzimira",24,35,"4ID13A"
6016,"Libel","Jaropelk ",29,19,"2ID14A"
6017,"KrykvelKrygier","Roland",22,27,"3ID13A"
6018,"Jaszczykiewicz","Drogodziej",23,4,"1ID12B"
6019,"Lewonowski","Tezeusz",29,22,"2ID15B"
6020,"lapinis","Grzes",24,28,"3ID13B"
6021,"Duzienkiewicz","Lucek",25,8,"1ID14B"
6022,"Junius","Charyzjusz",22,26,"3ID12B"
6023,"Bergson","Libert ",20,2,"1ID11B"
6024,"Chrypo","Sewera",23,31,"4ID11A"
6025,"Trach","Biezuj",29,29,"3ID14A"
6026,"Anitas","Jaromira ",24,15,"2ID12A"
6027,"Kuczniesz","Sabina",29,12,"1ID16B"
6028,"Wondal","Malwina ",29,7,"1ID14A"
6029,"Brycharska","Staslaw",23,21,"2ID15A"
6030,"Rab","Balcer",25,17,"2ID13A"
6031,"Rumakowska","Fawila",22,14,"2ID11B"
6032,"Danappel","Ostrobod",27,15,"2ID12A"
6033,"Koppik","Machabeusz ",29,3,"1ID12A"
6034,"Blazko","Witoslaw",25,3,"1ID12A"
6035,"Ratczak","Borzymir",23,24,"3ID11B"
6036,"Hermulowicz","Halka ",26,10,"1ID15B"
6037,"Mikoluk","Jldrzej ",29,7,"1ID14A"
6038,"Kudrowczuk","Regina",21,31,"4ID11A"
6039,"Tolstych","Hugona ",28,3,"1ID12A"
6040,"Wardawy","Michalina ",24,2,"1ID11B"
6041,"Mykietniak","Dromil ",20,4,"1ID12B"
6042,"Piasecki","Krystiana ",20,32,"4ID11B"
6043,"Pronyk","Zbygniewa",20,11,"1ID16A"
6044,"Pajac","Lidia ",23,6,"1ID13B"
6045,"Dernecki","Daniela ",20,6,"1ID13B"
6046,"Grigas","Jonasz ",25,25,"3ID12A"
6047,"Stawiec","Marek ",25,33,"4ID12A"
6048,"Kukraszewski","Dionizja ",23,21,"2ID15A"
6049,"Rubenau","Letycja ",25,29,"3ID14A"
6050,"Mehrwald","Agnieszka",26,9,"1ID15A"
6051,"Drapalo","Borzyslaw",26,30,"3ID14B"
6052,"Giro","Marian ",21,18,"2ID13B"
6053,"Samorski","Ursus",20,27,"3ID13A"
6054,"Rofinski","Modest ",26,6,"1ID13B"
6055,"HilZe","Franciszka ",29,22,"2ID15B"
6056,"GnioZdziorz","Maciul",25,5,"1ID13A"
6057,"Ajdysinski","Napoleon ",22,25,"3ID12A"
6058,"Kurpiela","Augusta",29,8,"1ID14B"
6059,"Waltalska","Nikifor ",22,20,"2ID14B"
6060,"Passak","Galfryd ",28,32,"4ID11B"
6061,"Miesiarczyk","Stella",21,11,"1ID16A"
6062,"Silka","Kleofas ",27,8,"1ID14B"
6063,"Gorzyczka","Dobrosiodl ",29,23,"3ID11A"
6064,"Feber","Januariusz ",27,23,"3ID11A"
6065,"Centnarowicz","Serafina",28,27,"3ID13A"
6066,"Januszel","Monia",20,11,"1ID16A"
6067,"Babjanek","Tezeusz",26,12,"1ID16B"
6068,"Abraszkiewicz","Gustaw ",25,20,"2ID14B"
6069,"Garniewski","Nestor ",25,7,"1ID14A"
6070,"Grojski","Pankracy",25,13,"2ID11A"
6071,"Konasz","Hermana ",20,16,"2ID12B"
6072,"Zulowicz","Gustawa ",27,33,"4ID12A"
6073,"Chrzystowska","Kornelia ",25,26,"3ID12B"
6074,"Litwa","Leontyn ",21,4,"1ID12B"
6075,"Majorzczyk","Dobromil ",27,35,"4ID13A"
6076,"Doroch","Hilary ",28,31,"4ID11A"
6077,"Knoester","Arnulf",26,3,"1ID12A"
6078,"Galgun","Wit",24,5,"1ID13A"
6079,"lukjanow","Slawobora",28,15,"2ID12A"
6080,"Gumaski","Tymon",21,18,"2ID13B"
6081,"Sztambka","Angela",25,9,"1ID15A"
6082,"Szarnecki","Hieronim ",29,19,"2ID14A"
6083,"Waceba","Przymyslaw",27,18,"2ID13B"
6084,"Bijas","Felicjan ",21,22,"2ID15B"
6085,"Falcmann","Konrad ",26,19,"2ID14A"
6086,"Dygoniewicz","Pamelka",26,11,"1ID16A"
6087,"Woltanski","Edwin",24,34,"4ID12B"
6088,"BZykot","Ada",28,26,"3ID12B"
6089,"Szoltyszek","Fabia",22,28,"3ID13B"
6090,"Pojliszer","Wladek",23,23,"3ID11A"
6091,"Gwozdka","Honorat ",23,6,"1ID13B"
6092,"Komoiszko","Maksymilian ",23,26,"3ID12B"
6093,"Ryszczuk","Oliwia",21,7,"1ID14A"
6094,"Stworzyjan","Bernardyna",22,28,"3ID13B"
6095,"Resetka","Balcer",21,6,"1ID13B"
6096,"Dombek","Honoryna ",29,29,"3ID14A"
6097,"Kedzierawski","Jaroslaw ",20,14,"2ID11B"
6098,"Oborska","Dionizy ",26,31,"4ID11A"
6099,"Watenberg","Gustawa ",23,30,"3ID14B"
6100,"Bojary","Aneta",24,26,"3ID12B"
6101,"Szunsko","Georgina ",29,14,"2ID11B"
6102,"Pilotowski","Jowita ",23,25,"3ID12A"
6103,"Drojzensztok","Zenona",27,7,"1ID14A"
6104,"Denhel","Kalina",23,20,"2ID14B"
6105,"Koern","Domastoj",21,20,"2ID14B"
6106,"Inflandczyk","Bogna",23,32,"4ID11B"
6107,"Stanowczyk","Maciek",29,2,"1ID11B"
6108,"Berer","Daniela ",26,5,"1ID13A"
6109,"Jabkiewicz","Kajetan",24,18,"2ID13B"
6110,"Szlapin","Hilary ",28,21,"2ID15A"
6111,"Dopatka","Emilian ",28,6,"1ID13B"
6112,"Tideman","Cyriak ",24,22,"2ID15B"
6113,"Bonawen","Tymek",27,8,"1ID14B"
6114,"Aryszewicz","Otylia",25,21,"2ID15A"
6115,"Faiszewska","Cezary",23,12,"1ID16B"
6116,"Kronig","Dobromira ",29,26,"3ID12B"
6117,"Redlisiak","Mlcigniew ",24,19,"2ID14A"
6118,"Heigelman","Miecislaw ",29,21,"2ID15A"
6119,"Orerkiewicz","Mieczyslaw ",20,14,"2ID11B"
6120,"Rakulski","Ingryda ",27,10,"1ID15B"
6121,"Kwodawski","Witalis",21,3,"1ID12A"
6122,"ludziak","Kajetan",23,18,"2ID13B"
6123,"Grzendzicka","Fryderyka ",25,6,"1ID13B"
6124,"Kubajewski","Borzyslawa ",23,4,"1ID12B"
6125,"Buika","Dobrociech ",27,14,"2ID11B"
6126,"LĂ¶winger","Witomir",27,24,"3ID11B"
6127,"Wermusz","Germanik ",27,29,"3ID14A"
6128,"BozaZek","Klemens ",22,7,"1ID14A"
6129,"Smender","Marian ",21,33,"4ID12A"
6130,"Gedymin","Pamelka",20,13,"2ID11A"
6131,"Makan","Filip ",21,25,"3ID12A"
6132,"Klindewicz","Budzimir ",29,7,"1ID14A"
6133,"Jakielo","Krzyl",29,31,"4ID11A"
6134,"Zader","Beata",25,26,"3ID12B"
6135,"Najgebaler","Oktawia",29,26,"3ID12B"
6136,"Pacierpnik","Maciek",29,31,"4ID11A"
6137,"Kosciankowski","Fawila",22,36,"4ID13B"
6138,"smietycka","Noemi ",21,13,"2ID11A"
6139,"Tyrom","Emanuel ",29,26,"3ID12B"
6140,"Czepurda","Nietlg ",23,17,"2ID13A"
6141,"Bojarynos","Magdalena ",21,12,"1ID16B"
6142,"Bogudka","Hieronim ",26,23,"3ID11A"
6143,"Rolezak","Dobieslaw ",26,19,"2ID14A"
6144,"Amsler","Staszek",23,28,"3ID13B"
6145,"Muszalowski","Minigniew ",28,9,"1ID15A"
6146,"Appelmen","Rajnold",25,30,"3ID14B"
6147,"Kasla","Celestyna",27,4,"1ID12B"
6148,"Ziehm","Witoslaw",25,35,"4ID13A"
6149,"Stoilow","Osiebor",25,2,"1ID11B"
6150,"Onyszczyk","Berenika",20,16,"2ID12B"
6151,"Resztonik","Ireneusz ",26,31,"4ID11A"
6152,"Oszajca","Danuta ",22,6,"1ID13B"
6153,"Rostopowicz","Dalbor",21,26,"3ID12B"
6154,"Kwasnioch","Marysia",25,15,"2ID12A"
6155,"Amerczewicz","Areta",22,23,"3ID11A"
6156,"Klysiewski","Slawomira",24,23,"3ID11A"
6157,"Dartosiak","Doboslaw ",20,8,"1ID14B"
6158,"Perochowska","Mlcislawa ",21,3,"1ID12A"
6159,"Sznagier","Emanuel ",21,12,"1ID16B"
6160,"Kuczerow","Leonida ",22,10,"1ID15B"
6161,"Zaniewicz","Malwina ",28,30,"3ID14B"
6162,"Kielonska","Wojciecha",21,23,"3ID11A"
6163,"Dyicki","Boleslaw",28,18,"2ID13B"
6164,"Kierabinska","Artur",21,24,"3ID11B"
6165,"Hentrich","Elka",29,20,"2ID14B"
6166,"Znaczeniuk","Ludwika ",20,10,"1ID15B"
6167,"Uwara","Maslaw ",20,27,"3ID13A"
6168,"Gradas","Blalej",26,30,"3ID14B"
6169,"Szymazska","Jonasz ",29,7,"1ID14A"
6170,"CharuZyk","Nieznamir ",22,6,"1ID13B"
6171,"Harasimczyk","Naczlslawa ",24,20,"2ID14B"
6172,"Montyk","Edwin",21,22,"2ID15B"
6173,"Kulmianin","Leokadiusz ",22,32,"4ID11B"
6174,"Brykalik","Egon",20,10,"1ID15B"
6175,"Bitschkowski","Zuza",25,6,"1ID13B"
6176,"Wigienka","Liberat ",21,15,"2ID12A"
6177,"Hawroliszyn","Gonsalwy ",29,27,"3ID13A"
6178,"Malibo","Daniela ",22,25,"3ID12A"
6179,"Ekwa","Gawin",22,21,"2ID15A"
6180,"Proboll","Borzymir",20,26,"3ID12B"
6181,"Tretowicz","Paulin",22,33,"4ID12A"
6182,"Bunarowski","Dionizjusz ",26,33,"4ID12A"
6183,"Kretik","Boguchwala",25,35,"4ID13A"
6184,"Ranek","Ingeborga ",22,12,"1ID16B"
6185,"Pakola","Oriana",23,16,"2ID12B"
6186,"Slifin","Kaja ",26,36,"4ID13B"
6187,"Kiszmanowicz","Sylwin",28,34,"4ID12B"
6188,"Zennermann","Miecislaw ",23,3,"1ID12A"
6189,"Orgocka","Milobor ",28,16,"2ID12B"
6190,"Bigswa","Felicjana ",23,19,"2ID14A"
6191,"Taranowiecka","Bohdan",22,2,"1ID11B"
6192,"lopatka","Jaropelk ",22,16,"2ID12B"
6193,"Chwiederowicz","Staszek",21,18,"2ID13B"
6194,"Danuszewski","Ksaweryna ",26,14,"2ID11B"
6195,"Sokula","Adolfa",21,32,"4ID11B"
6196,"Czwaniuk","Boleciecha",24,4,"1ID12B"
6197,"swietoslawa","Ninogniew ",28,19,"2ID14A"
6198,"Plenzler","Giedymin ",23,32,"4ID11B"
6199,"Strasiak","Maksymian ",25,6,"1ID13B"
6200,"Charuto","Tymek",20,4,"1ID12B"
6201,"Posielek","Ildefons ",29,35,"4ID13A"
6202,"Dyglis","Mieczyslawa ",29,18,"2ID13B"
6203,"Mojle","Sylwester",25,24,"3ID11B"
6204,"Komaryszyn","Niesul ",27,17,"2ID13A"
6205,"KrzyZa","Marcelian ",20,11,"1ID16A"
6206,"Patryk","Cyprian ",22,20,"2ID14B"
6207,"Ciachora","Slawobora",20,32,"4ID11B"
6208,"Uliesz","Ciecimiar ",25,21,"2ID15A"
6209,"Schafrin","Gracja ",25,9,"1ID15A"
6210,"Szugan","Niegoslaw ",20,4,"1ID12B"
6211,"Ankudowicz","Hipolita ",27,11,"1ID16A"
6212,"Zadrozna","Berta",25,13,"2ID11A"
6213,"Smolarczy","Zofia",24,36,"4ID13B"
6214,"Kudin","Sewera",21,12,"1ID16B"
6215,"Ciemienia","Manuela ",29,3,"1ID12A"
6216,"lapsinski","Roksana",21,10,"1ID15B"
6217,"Dralik","Wojtek",25,18,"2ID13B"
6218,"Sojkin","Robek",24,10,"1ID15B"
6219,"Dechert","Jacek ",22,33,"4ID12A"
6220,"Panczyszyn","Pelagia",20,6,"1ID13B"
6221,"Haagensen","Georgina ",28,7,"1ID14A"
6222,"Zandel","Ostrobod",23,29,"3ID14A"
6223,"Sergiejczyk","Maja ",28,4,"1ID12B"
6224,"Kirjak","Zygfryd",29,11,"1ID16A"
6225,"Sapis","Przemysl",25,10,"1ID15B"
6226,"Goszko","Damian ",28,6,"1ID13B"
6227,"losieczko","Przemyslawa",26,10,"1ID15B"
6228,"Bossen","Kunegunda ",20,21,"2ID15A"
6229,"Krejpcio","Mlcibor ",26,11,"1ID16A"
6230,"Benoszkiewicz","Hieronim ",21,13,"2ID11A"
6231,"Meleszczak","Max",22,9,"1ID15A"
6232,"Baradyn","Otylia",21,4,"1ID12B"
6233,"Romutkowski","Klaudia ",25,6,"1ID13B"
6234,"Paulshof","Julia ",21,5,"1ID13A"
6235,"Bujalla","Piotr",25,34,"4ID12B"
6236,"Beduan","Kornel ",28,22,"2ID15B"
6237,"Bigla","Ingeborga ",20,18,"2ID13B"
6238,"Mamczarek","Adela",27,13,"2ID11A"
6239,"Podbierski","Tomasz",27,34,"4ID12B"
6240,"Fortulanski","Aurelian",28,3,"1ID12A"
6241,"Haldas","Robek",23,8,"1ID14B"
6242,"Fintkowski","Leonia ",24,33,"4ID12A"
6243,"Chudzikiewicz","Febronia ",23,27,"3ID13A"
6244,"Enzel","Basia",25,33,"4ID12A"
6245,"Mayoral","Ferdek",28,25,"3ID12A"
6246,"Karsunke","Jalmina ",26,4,"1ID12B"
6247,"Charzenska","Apoloniusz",22,33,"4ID12A"
6248,"Altchamer","Apollonia",28,5,"1ID13A"
6249,"Proniewicki","Czesio",27,7,"1ID14A"
6250,"Parafimowicz","Kamelia ",20,9,"1ID15A"
6251,"Flirczak","Dalestryj ",26,30,"3ID14B"
6252,"Bartulski","Dorota ",24,30,"3ID14B"
6253,"Pelchen","Fabia",26,27,"3ID13A"
6254,"Kosydor","Minigniew ",20,30,"3ID14B"
6255,"Jurge","Alicjana",25,23,"3ID11A"
6256,"Benter","Ostrobod",20,31,"4ID11A"
6257,"Grzembkowski","Slawomiar",24,9,"1ID15A"
6258,"Sorol","Borzymir",24,30,"3ID14B"
6259,"Czukojowska","Irmina ",24,18,"2ID13B"
6260,"Kawski","Libert ",24,18,"2ID13B"
6261,"Rajul","Falibor ",29,11,"1ID16A"
6262,"Pisztal","Beatka",28,13,"2ID11A"
6263,"Jamis","Aneta",21,26,"3ID12B"
6264,"Harasimow","Hanna ",22,29,"3ID14A"
6265,"Holznagel","Zbyszek",25,19,"2ID14A"
6266,"Stryba","Leopoldyna ",25,26,"3ID12B"
6267,"Ojcewicz","Brykcjusz ",29,14,"2ID11B"
6268,"Kononiak","Armand",29,36,"4ID13B"
6269,"Cochocka","Menodora ",20,5,"1ID13A"
6270,"GrĂĽnbaum","Jeroslawa ",26,32,"4ID11B"
6271,"Snopczuk","Aurelia ",20,32,"4ID11B"
6272,"Podwiazka","Charyzjusz",24,16,"2ID12B"
6273,"Machniow","Jldrzej ",26,5,"1ID13A"
6274,"Baohinska","Slawoslaw",26,35,"4ID13A"
6275,"Klachacz","Emma ",25,10,"1ID15B"
6276,"Kilimar","Fortunata ",22,25,"3ID12A"
6277,"Sechagen","Sydoniusz",21,26,"3ID12B"
6278,"Leszczucki","Stanislaw",21,34,"4ID12B"
6279,"Wohaniuk","Konrada ",27,33,"4ID12A"
6280,"Balacz","Augustyna",21,5,"1ID13A"
6281,"Celarski","Bazyliusz",26,30,"3ID14B"
6282,"Haran","Erwina ",26,4,"1ID12B"
6283,"CzudZak","Malomir ",28,35,"4ID13A"
6284,"Skielczynski","Hermes ",23,24,"3ID11B"
6285,"Jedraski","Lech",27,35,"4ID13A"
6286,"Dewileit","Nawuj ",24,20,"2ID14B"
6287,"Siodniak","Misiek",28,17,"2ID13A"
6288,"Zuberek","Nikanor ",29,13,"2ID11A"
6289,"Niespor","Manswet ",27,23,"3ID11A"
6290,"Niewitecki","Dominika ",24,7,"1ID14A"
6291,"Paproc","Dobromysl ",23,35,"4ID13A"
6292,"Ferszter","Nieprasz ",25,18,"2ID13B"
6293,"Prytko","Cezariusz",28,18,"2ID13B"
6294,"Jahniuk","Makary ",28,30,"3ID14B"
6295,"Wojciszkiewicz","Amanda",29,8,"1ID14B"
6296,"Kondzierski","Minigniew ",22,27,"3ID13A"
6297,"Kowalczek","Wiktoria",29,17,"2ID13A"
6298,"Kusejko","Mlcibor ",28,14,"2ID11B"
6299,"Gazler","Tymon",28,6,"1ID13B"
6300,"Hereberg","Klaudyna ",23,23,"3ID11A"
6301,"Mrowietz","Emerencja ",28,26,"3ID12B"
6302,"Sieruga","Dobrowoj ",26,35,"4ID13A"
6303,"Piszkala","Cieslawa ",28,31,"4ID11A"
6304,"Trzonsik","Mati",27,5,"1ID13A"
6305,"Glowis","Heloiza ",25,23,"3ID11A"
6306,"Karzec","Atanazja ",25,30,"3ID14B"
6307,"Salejda","Otto",26,19,"2ID14A"
6308,"Tadin","Luboradz ",21,4,"1ID12B"
6309,"Wichniak","Konrad ",26,32,"4ID11B"
6310,"Szczembara","Izydora",21,35,"4ID13A"
6311,"Artiemiuk","Domalyr ",28,25,"3ID12A"
6312,"Seyler","Apoloniusz",29,33,"4ID12A"
6313,"Chybiora","Oskar",25,22,"2ID15B"
6314,"Kasperlik","Niegoslaw ",29,22,"2ID15B"
6315,"Bordkiewicz","Elka",23,19,"2ID14A"
6316,"Kosber","Jagoda ",28,3,"1ID12A"
6317,"Massakowski","Paulin",22,15,"2ID12A"
6318,"Parlikowska","Zbigniew",28,20,"2ID14B"
6319,"Mikulczynski","Max",27,6,"1ID13B"
6320,"Psztynk","Ksymena ",28,10,"1ID15B"
6321,"Schmalzbach","Nina ",20,20,"2ID14B"
6322,"Schafron","Czcirad ",25,7,"1ID14A"
6323,"Uroniuk","Iwona ",26,5,"1ID13A"
6324,"Gierlak","Dalewuja",26,26,"3ID12B"
6325,"Gongala","Dacjusz",27,2,"1ID11B"
6326,"Szynkunas","Franciszka ",28,31,"4ID11A"
6327,"Kiriakidis","Czeslawa",20,26,"3ID12B"
6328,"Joczkow","Osiegniew",28,9,"1ID15A"
6329,"Kucol","Cyra ",22,9,"1ID15A"
6330,"Sydyk","Daniela ",29,21,"2ID15A"
6331,"Kurzela","Seba",29,3,"1ID12A"
6332,"Kapaun","Marcin ",27,27,"3ID13A"
6333,"Furowicz","Florentyna ",27,14,"2ID11B"
6334,"Fitos","Gaudenty ",26,19,"2ID14A"
6335,"Wilszanska","Teodora",26,28,"3ID13B"
6336,"Kiemel","Namir ",28,31,"4ID11A"
6337,"Larski","Jimislaw ",29,5,"1ID13A"
6338,"Robaczuk","Lubgost ",22,5,"1ID13A"
6339,"Voise","Klementyn ",26,2,"1ID11B"
6340,"Kulejewski","Nierod ",22,31,"4ID11A"
6341,"Klimann","Epifan ",24,18,"2ID13B"
6342,"Freudak","Eligiusz ",28,36,"4ID13B"
6343,"Brosdowski","Oswalda",27,21,"2ID15A"
6344,"Bergemajster","Hubyslaw ",22,27,"3ID13A"
6345,"Norkus","Nikanor ",23,22,"2ID15B"
6346,"Deplewski","Izaak ",29,32,"4ID11B"
6347,"Faudzinski","Marzena ",28,4,"1ID12B"
6348,"Welcz","Cyriak ",24,36,"4ID13B"
6349,"Tatun","Hortensjusz ",26,18,"2ID13B"
6350,"Schmiolt","Maurycy ",29,21,"2ID15A"
6351,"Pasturski","Emiliusz ",24,16,"2ID12B"
6352,"Igmann","Smyslaw",22,22,"2ID15B"
6353,"Galbiarz","Zygfryd",22,36,"4ID13B"
6354,"Sachan","Bruno",27,21,"2ID15A"
6355,"Bohatyczuk","Borzyslawa ",21,11,"1ID16A"
6356,"Pruszakowska","Bogumir",28,5,"1ID13A"
6357,"Siodloczek","Arnulf",29,2,"1ID11B"
6358,"Lerental","Lucjola ",23,9,"1ID15A"
6359,"Kabac","Alfreda",24,16,"2ID12B"
6360,"Boldyn","Egon",21,30,"3ID14B"
6361,"Bliszta","Izaura ",28,18,"2ID13B"
6362,"Karlowski","ladyslaw ",25,35,"4ID13A"
6363,"Mrowczyk","Cecylia ",28,10,"1ID15B"
6364,"Hufleit","Bolemysl",21,30,"3ID14B"
6365,"Kurczok","Dobrowoj ",23,19,"2ID14A"
6366,"Bertold","Augustyna",23,10,"1ID15B"
6367,"Sterninski","Zachariasz",29,21,"2ID15A"
6368,"Zielazny","Honoriusz ",21,26,"3ID12B"
6369,"Malszka","Bonawentura",29,9,"1ID15A"
6370,"Zgrzebnicki","Enniusz ",20,3,"1ID12A"
6371,"Korbonek","Ligia ",21,14,"2ID11B"
6372,"Ratafia","Izydora",22,3,"1ID12A"
6373,"Arpas","Robert",23,25,"3ID12A"
6374,"Zawieslak","Mieczyslawa ",29,26,"3ID12B"
6375,"Grudniecka","Ingryda ",25,36,"4ID13B"
6376,"Solochewicz","Sebastiana",29,6,"1ID13B"
6377,"Steffanowski","Oktawiusz",26,29,"3ID14A"
6378,"Nieszala","Romuald",21,26,"3ID12B"
6379,"Ochmanowski","Dromil ",22,14,"2ID11B"
6380,"Sembarski","Radoslaw",22,4,"1ID12B"
